"○ 월.분기.연간 인구동향(출생,사망,혼인,이혼) [명, 건]",,,
행정구역별,종류별,시점,"출생,사망,혼인,이혼"
대전광역시,혼인건수(건),2006.08 월,678
대전광역시,혼인건수(건),2006.09 월,540
대전광역시,혼인건수(건),2006.10 월,630
대전광역시,혼인건수(건),2006.11 월,939
대전광역시,혼인건수(건),2006.12 월,1406
대전광역시,혼인건수(건),2007.01 월,887
대전광역시,혼인건수(건),2007.02 월,785
대전광역시,혼인건수(건),2007.03 월,754
대전광역시,혼인건수(건),2007.04 월,754
대전광역시,혼인건수(건),2007.05 월,951
대전광역시,혼인건수(건),2007.06 월,791
대전광역시,혼인건수(건),2007.07 월,732
대전광역시,혼인건수(건),2007.08 월,717
대전광역시,혼인건수(건),2007.09 월,501
대전광역시,혼인건수(건),2007.10 월,736
대전광역시,혼인건수(건),2007.11 월,1023
대전광역시,혼인건수(건),2007.12 월,1053
대전광역시,혼인건수(건),2008.01 월,860
대전광역시,혼인건수(건),2008.02 월,695
대전광역시,혼인건수(건),2008.03 월,786
대전광역시,혼인건수(건),2008.04 월,785
대전광역시,혼인건수(건),2008.05 월,919
대전광역시,혼인건수(건),2008.06 월,809
대전광역시,혼인건수(건),2008.07 월,681
대전광역시,혼인건수(건),2008.08 월,626
대전광역시,혼인건수(건),2008.09 월,575
대전광역시,혼인건수(건),2008.10 월,799
대전광역시,혼인건수(건),2008.11 월,810
대전광역시,혼인건수(건),2008.12 월,1154
대전광역시,혼인건수(건),2009.01 월,820
대전광역시,혼인건수(건),2009.02 월,673
대전광역시,혼인건수(건),2009.03 월,756
대전광역시,혼인건수(건),2009.04 월,741
대전광역시,혼인건수(건),2009.05 월,812
대전광역시,혼인건수(건),2009.06 월,711
대전광역시,혼인건수(건),2009.07 월,642
대전광역시,혼인건수(건),2009.08 월,649
대전광역시,혼인건수(건),2009.09 월,551
대전광역시,혼인건수(건),2009.10 월,652
대전광역시,혼인건수(건),2009.11 월,814
대전광역시,혼인건수(건),2009.12 월,1064
대전광역시,혼인건수(건),2010.01 월,734
대전광역시,혼인건수(건),2010.02 월,687
대전광역시,혼인건수(건),2010.03 월,743
대전광역시,혼인건수(건),2010.04 월,777
대전광역시,혼인건수(건),2010.05 월,799
대전광역시,혼인건수(건),2010.06 월,782
대전광역시,혼인건수(건),2010.07 월,697
대전광역시,혼인건수(건),2010.08 월,695
대전광역시,혼인건수(건),2010.09 월,629
대전광역시,혼인건수(건),2010.10 월,781
대전광역시,혼인건수(건),2010.11 월,890
대전광역시,혼인건수(건),2010.12 월,1137
대전광역시,혼인건수(건),2011.01 월,777
대전광역시,혼인건수(건),2011.02 월,697
대전광역시,혼인건수(건),2011.03 월,780
대전광역시,혼인건수(건),2011.04 월,830
대전광역시,혼인건수(건),2011.05 월,851
대전광역시,혼인건수(건),2011.06 월,816
대전광역시,혼인건수(건),2011.07 월,702
대전광역시,혼인건수(건),2011.08 월,767
대전광역시,혼인건수(건),2011.09 월,613
대전광역시,혼인건수(건),2011.10 월,791
대전광역시,혼인건수(건),2011.11 월,914
대전광역시,혼인건수(건),2011.12 월,1188
대전광역시,혼인건수(건),2012.01 월,891
대전광역시,혼인건수(건),2012.02 월,757
대전광역시,혼인건수(건),2012.03 월,869
대전광역시,혼인건수(건),2012.04 월,873
대전광역시,혼인건수(건),2012.05 월,808
대전광역시,혼인건수(건),2012.06 월,755
대전광역시,혼인건수(건),2012.07 월,706
대전광역시,혼인건수(건),2012.08 월,715
대전광역시,혼인건수(건),2012.09 월,522
대전광역시,혼인건수(건),2012.10 월,809
대전광역시,혼인건수(건),2012.11 월,904
대전광역시,혼인건수(건),2012.12 월,1136
대전광역시,혼인건수(건),2013.01 월,900
대전광역시,혼인건수(건),2013.02 월,651
대전광역시,혼인건수(건),2013.03 월,735
대전광역시,혼인건수(건),2013.04 월,764
대전광역시,혼인건수(건),2013.05 월,862
대전광역시,혼인건수(건),2013.06 월,768
대전광역시,혼인건수(건),2013.07 월,808
대전광역시,혼인건수(건),2013.08 월,753
대전광역시,혼인건수(건),2013.09 월,555
대전광역시,혼인건수(건),2013.10 월,799
대전광역시,혼인건수(건),2013.11 월,911
대전광역시,혼인건수(건),2013.12 월,1115
대전광역시,혼인건수(건),2014.01 월,800
대전광역시,혼인건수(건),2014.02 월,739
대전광역시,혼인건수(건),2014.03 월,739
대전광역시,혼인건수(건),2014.04 월,769
대전광역시,혼인건수(건),2014.05 월,842
대전광역시,혼인건수(건),2014.06 월,715
대전광역시,혼인건수(건),2014.07 월,673
대전광역시,혼인건수(건),2014.08 월,615
대전광역시,혼인건수(건),2014.09 월,580
대전광역시,혼인건수(건),2014.10 월,866
대전광역시,혼인건수(건),2014.11 월,746
대전광역시,혼인건수(건),2014.12 월,1034
대전광역시,혼인건수(건),2015.01 월,842
대전광역시,혼인건수(건),2015.02 월,577
대전광역시,혼인건수(건),2015.03 월,805
대전광역시,혼인건수(건),2015.04 월,744
대전광역시,혼인건수(건),2015.05 월,828
대전광역시,혼인건수(건),2015.06 월,801
대전광역시,혼인건수(건),2015.07 월,727
대전광역시,혼인건수(건),2015.08 월,604
대전광역시,혼인건수(건),2015.09 월,558
대전광역시,혼인건수(건),2015.10 월,675
대전광역시,혼인건수(건),2015.11 월,711
대전광역시,혼인건수(건),2015.12 월,933
대전광역시,혼인건수(건),2016.01 월,724
대전광역시,혼인건수(건),2016.02 월,675
대전광역시,혼인건수(건),2016.03 월,682
대전광역시,혼인건수(건),2016.04 월,637
대전광역시,혼인건수(건),2016.05 월,800
대전광역시,혼인건수(건),2016.06 월,707
대전광역시,혼인건수(건),2016.07 월,575
대전광역시,혼인건수(건),2016.08 월,671
대전광역시,혼인건수(건),2016.09 월,525
대전광역시,혼인건수(건),2016.10 월,705
대전광역시,혼인건수(건),2016.11 월,766
대전광역시,혼인건수(건),2016.12 월,858
대전광역시,혼인건수(건),2017.01 월,695
대전광역시,혼인건수(건),2017.02 월,628
대전광역시,혼인건수(건),2017.03 월,717
대전광역시,혼인건수(건),2017.04 월,604
대전광역시,혼인건수(건),2017.05 월,787
대전광역시,혼인건수(건),2017.06 월,662
대전광역시,혼인건수(건),2017.07 월,539
대전광역시,혼인건수(건),2017.08 월,611
대전광역시,혼인건수(건),2017.09 월,535
대전광역시,혼인건수(건),2017.10 월,469
대전광역시,혼인건수(건),2017.11 월,653
대전광역시,혼인건수(건),2017.12 월,797
대전광역시,혼인건수(건),2018.01 월,660
대전광역시,혼인건수(건),2018.02 월,527
대전광역시,혼인건수(건),2018.03 월,622
대전광역시,혼인건수(건),2018.04 월,567
대전광역시,혼인건수(건),2018.05 월,760
대전광역시,혼인건수(건),2018.06 월,739
대전광역시,혼인건수(건),2018.07 월,746
대전광역시,혼인건수(건),2018.08 월,481
대전광역시,혼인건수(건),2018.09 월,389
대전광역시,혼인건수(건),2018.10 월,559
대전광역시,혼인건수(건),2018.11 월,607
대전광역시,혼인건수(건),2018.12 월,720
대전광역시,혼인건수(건),2019.01 월,596
대전광역시,혼인건수(건),2019.02 월,574
대전광역시,혼인건수(건),2019.03 월,565
대전광역시,혼인건수(건),2019.04 월,545
대전광역시,혼인건수(건),2019.05 월,640
대전광역시,혼인건수(건),2019.06 월,452
대전광역시,혼인건수(건),2019.07 월,503
대전광역시,혼인건수(건),2019.08 월,514
대전광역시,혼인건수(건),2019.09 월,394
대전광역시,혼인건수(건),2019.10 월,606
대전광역시,혼인건수(건),2019.11 월,551
대전광역시,혼인건수(건),2019.12 월,662
대전광역시,혼인건수(건),2020.01 월,547
대전광역시,혼인건수(건),2020.02 월,507
대전광역시,혼인건수(건),2020.03 월,548
대전광역시,혼인건수(건),2020.04 월,402
대전광역시,혼인건수(건),2020.05 월,500
대전광역시,혼인건수(건),2020.06 월,462
대전광역시,혼인건수(건),2020.07 월,468
대전광역시,혼인건수(건),2020.08 월,454
대전광역시,혼인건수(건),2020.09 월,530
대전광역시,혼인건수(건),2020.10 월,515
대전광역시,혼인건수(건),2020.11 월,490
대전광역시,혼인건수(건),2020.12 월,553
대전광역시,혼인건수(건),2021.01 월,462
대전광역시,혼인건수(건),2021.02 월,383
대전광역시,혼인건수(건),2021.03 월,488
대전광역시,혼인건수(건),2021.04 월,463
대전광역시,혼인건수(건),2021.05 월,481
대전광역시,혼인건수(건),2021.06 월,466
대전광역시,혼인건수(건),2021.07 월,436
대전광역시,혼인건수(건),2021.08 월,365
대전광역시,혼인건수(건),2021.09 월,368
대전광역시,혼인건수(건),2021.10 월,496
대전광역시,혼인건수(건),2021.11 월,471
대전광역시,혼인건수(건),2021.12 월,540
대전광역시,혼인건수(건),2022.01 월,448
대전광역시,혼인건수(건),2022.02 월,502
대전광역시,혼인건수(건),2022.03 월,460
대전광역시,혼인건수(건),2022.04 월,489
대전광역시,혼인건수(건),2022.05 월,501
대전광역시,혼인건수(건),2022.06 월,404
대전광역시,혼인건수(건),2022.07 월,426
대전광역시,혼인건수(건),2022.08 월,458
대전광역시,혼인건수(건),2022.09 월,399
대전광역시,혼인건수(건),2022.10 월,502
대전광역시,혼인건수(건),2022.11 월,546
대전광역시,혼인건수(건),2022.12 월,527
대전광역시,조혼인율(천명당),2000.01 월,7.5
대전광역시,조혼인율(천명당),2000.02 월,7
대전광역시,조혼인율(천명당),2000.03 월,8
대전광역시,조혼인율(천명당),2000.04 월,7.2
대전광역시,조혼인율(천명당),2000.05 월,8.6
대전광역시,조혼인율(천명당),2000.06 월,7.1
대전광역시,조혼인율(천명당),2000.07 월,4.6
대전광역시,조혼인율(천명당),2000.08 월,4.6
대전광역시,조혼인율(천명당),2000.09 월,4.3
대전광역시,조혼인율(천명당),2000.10 월,7.2
대전광역시,조혼인율(천명당),2000.11 월,8.8
대전광역시,조혼인율(천명당),2000.12 월,9.2
대전광역시,조혼인율(천명당),2001.01 월,6.4
대전광역시,조혼인율(천명당),2001.02 월,6.7
대전광역시,조혼인율(천명당),2001.03 월,7.4
대전광역시,조혼인율(천명당),2001.04 월,7.8
대전광역시,조혼인율(천명당),2001.05 월,8.4
대전광역시,조혼인율(천명당),2001.06 월,7.1
대전광역시,조혼인율(천명당),2001.07 월,5.1
대전광역시,조혼인율(천명당),2001.08 월,4.8
대전광역시,조혼인율(천명당),2001.09 월,4.4
대전광역시,조혼인율(천명당),2001.10 월,5.2
대전광역시,조혼인율(천명당),2001.11 월,8.5
대전광역시,조혼인율(천명당),2001.12 월,9.8
대전광역시,조혼인율(천명당),2002.01 월,7.1
대전광역시,조혼인율(천명당),2002.02 월,5.1
대전광역시,조혼인율(천명당),2002.03 월,6.6
대전광역시,조혼인율(천명당),2002.04 월,7.5
대전광역시,조혼인율(천명당),2002.05 월,7.9
대전광역시,조혼인율(천명당),2002.06 월,6.7
대전광역시,조혼인율(천명당),2002.07 월,5.4
대전광역시,조혼인율(천명당),2002.08 월,4.4
대전광역시,조혼인율(천명당),2002.09 월,3.7
대전광역시,조혼인율(천명당),2002.10 월,5.9
대전광역시,조혼인율(천명당),2002.11 월,7.8
대전광역시,조혼인율(천명당),2002.12 월,9.2
대전광역시,조혼인율(천명당),2003.01 월,6.3
대전광역시,조혼인율(천명당),2003.02 월,5.5
대전광역시,조혼인율(천명당),2003.03 월,6.6
대전광역시,조혼인율(천명당),2003.04 월,6.8
대전광역시,조혼인율(천명당),2003.05 월,7.5
대전광역시,조혼인율(천명당),2003.06 월,6
대전광역시,조혼인율(천명당),2003.07 월,5
대전광역시,조혼인율(천명당),2003.08 월,4.7
대전광역시,조혼인율(천명당),2003.09 월,4.1
대전광역시,조혼인율(천명당),2003.10 월,6.5
대전광역시,조혼인율(천명당),2003.11 월,7.2
대전광역시,조혼인율(천명당),2003.12 월,8.9
대전광역시,조혼인율(천명당),2004.01 월,6
대전광역시,조혼인율(천명당),2004.02 월,5.9
대전광역시,조혼인율(천명당),2004.03 월,7
대전광역시,조혼인율(천명당),2004.04 월,5.9
대전광역시,조혼인율(천명당),2004.05 월,6.6
대전광역시,조혼인율(천명당),2004.06 월,6.6
대전광역시,조혼인율(천명당),2004.07 월,4.7
대전광역시,조혼인율(천명당),2004.08 월,4.6
대전광역시,조혼인율(천명당),2004.09 월,3.8
대전광역시,조혼인율(천명당),2004.10 월,5.6
대전광역시,조혼인율(천명당),2004.11 월,7.5
대전광역시,조혼인율(천명당),2004.12 월,9.8
대전광역시,조혼인율(천명당),2005.01 월,5.6
대전광역시,조혼인율(천명당),2005.02 월,5.2
대전광역시,조혼인율(천명당),2005.03 월,6.7
대전광역시,조혼인율(천명당),2005.04 월,6.1
대전광역시,조혼인율(천명당),2005.05 월,7.2
대전광역시,조혼인율(천명당),2005.06 월,6.4
대전광역시,조혼인율(천명당),2005.07 월,5.1
대전광역시,조혼인율(천명당),2005.08 월,4.5
