"○ 월.분기.연간 인구동향(출생,사망,혼인,이혼) [명, 건]",,,
행정구역별,종류별,시점,"출생,사망,혼인,이혼"
대전광역시,자연증가건수(명),2017.07 월,399
대전광역시,자연증가건수(명),2017.08 월,387
대전광역시,자연증가건수(명),2017.09 월,359
대전광역시,자연증가건수(명),2017.10 월,216
대전광역시,자연증가건수(명),2017.11 월,176
대전광역시,자연증가건수(명),2017.12 월,107
대전광역시,자연증가건수(명),2018.01 월,194
대전광역시,자연증가건수(명),2018.02 월,193
대전광역시,자연증가건수(명),2018.03 월,207
대전광역시,자연증가건수(명),2018.04 월,211
대전광역시,자연증가건수(명),2018.05 월,252
대전광역시,자연증가건수(명),2018.06 월,203
대전광역시,자연증가건수(명),2018.07 월,112
대전광역시,자연증가건수(명),2018.08 월,173
대전광역시,자연증가건수(명),2018.09 월,157
대전광역시,자연증가건수(명),2018.10 월,89
대전광역시,자연증가건수(명),2018.11 월,150
대전광역시,자연증가건수(명),2018.12 월,-7
대전광역시,자연증가건수(명),2019.01 월,165
대전광역시,자연증가건수(명),2019.02 월,148
대전광역시,자연증가건수(명),2019.03 월,167
대전광역시,자연증가건수(명),2019.04 월,96
대전광역시,자연증가건수(명),2019.05 월,60
대전광역시,자연증가건수(명),2019.06 월,81
대전광역시,자연증가건수(명),2019.07 월,96
대전광역시,자연증가건수(명),2019.08 월,100
대전광역시,자연증가건수(명),2019.09 월,59
대전광역시,자연증가건수(명),2019.10 월,37
대전광역시,자연증가건수(명),2019.11 월,-30
대전광역시,자연증가건수(명),2019.12 월,-71
대전광역시,자연증가건수(명),2020.01 월,35
대전광역시,자연증가건수(명),2020.02 월,49
대전광역시,자연증가건수(명),2020.03 월,28
대전광역시,자연증가건수(명),2020.04 월,1
대전광역시,자연증가건수(명),2020.05 월,56
대전광역시,자연증가건수(명),2020.06 월,22
대전광역시,자연증가건수(명),2020.07 월,-52
대전광역시,자연증가건수(명),2020.08 월,-26
대전광역시,자연증가건수(명),2020.09 월,30
대전광역시,자연증가건수(명),2020.10 월,-83
대전광역시,자연증가건수(명),2020.11 월,-36
대전광역시,자연증가건수(명),2020.12 월,-115
대전광역시,자연증가건수(명),2021.01 월,27
대전광역시,자연증가건수(명),2021.02 월,-33
대전광역시,자연증가건수(명),2021.03 월,77
대전광역시,자연증가건수(명),2021.04 월,26
대전광역시,자연증가건수(명),2021.05 월,36
대전광역시,자연증가건수(명),2021.06 월,8
대전광역시,자연증가건수(명),2021.07 월,15
대전광역시,자연증가건수(명),2021.08 월,-128
대전광역시,자연증가건수(명),2021.09 월,18
대전광역시,자연증가건수(명),2021.10 월,-74
대전광역시,자연증가건수(명),2021.11 월,-124
대전광역시,자연증가건수(명),2021.12 월,-323
대전광역시,자연증가건수(명),2022.01 월,-53
대전광역시,자연증가건수(명),2022.02 월,-61
대전광역시,자연증가건수(명),2022.03 월,-453
대전광역시,자연증가건수(명),2022.04 월,-261
대전광역시,자연증가건수(명),2022.05 월,-108
대전광역시,자연증가건수(명),2022.06 월,-40
대전광역시,자연증가건수(명),2022.07 월,-33
대전광역시,자연증가건수(명),2022.08 월,39
대전광역시,자연증가건수(명),2022.09 월,-10
대전광역시,자연증가건수(명),2022.10 월,-117
대전광역시,자연증가건수(명),2022.11 월,-165
대전광역시,자연증가건수(명),2022.12 월,-363
대전광역시,자연증가율(천명당),2000.01 월,11.2
대전광역시,자연증가율(천명당),2000.02 월,11.9
대전광역시,자연증가율(천명당),2000.03 월,11.4
대전광역시,자연증가율(천명당),2000.04 월,10.9
대전광역시,자연증가율(천명당),2000.05 월,9.7
대전광역시,자연증가율(천명당),2000.06 월,8.6
대전광역시,자연증가율(천명당),2000.07 월,8.6
대전광역시,자연증가율(천명당),2000.08 월,9.2
대전광역시,자연증가율(천명당),2000.09 월,10.4
대전광역시,자연증가율(천명당),2000.10 월,9.9
대전광역시,자연증가율(천명당),2000.11 월,9.5
대전광역시,자연증가율(천명당),2000.12 월,8.9
대전광역시,자연증가율(천명당),2001.01 월,11.1
대전광역시,자연증가율(천명당),2001.02 월,9.8
대전광역시,자연증가율(천명당),2001.03 월,10.2
대전광역시,자연증가율(천명당),2001.04 월,8.8
대전광역시,자연증가율(천명당),2001.05 월,8
대전광역시,자연증가율(천명당),2001.06 월,6.9
대전광역시,자연증가율(천명당),2001.07 월,7.4
대전광역시,자연증가율(천명당),2001.08 월,7.9
대전광역시,자연증가율(천명당),2001.09 월,8.5
대전광역시,자연증가율(천명당),2001.10 월,6.8
대전광역시,자연증가율(천명당),2001.11 월,7.5
대전광역시,자연증가율(천명당),2001.12 월,6.4
대전광역시,자연증가율(천명당),2002.01 월,8.9
대전광역시,자연증가율(천명당),2002.02 월,8.6
대전광역시,자연증가율(천명당),2002.03 월,8
대전광역시,자연증가율(천명당),2002.04 월,7.5
대전광역시,자연증가율(천명당),2002.05 월,6.9
대전광역시,자연증가율(천명당),2002.06 월,6.2
대전광역시,자연증가율(천명당),2002.07 월,7
대전광역시,자연증가율(천명당),2002.08 월,6.8
대전광역시,자연증가율(천명당),2002.09 월,7.1
대전광역시,자연증가율(천명당),2002.10 월,6.2
대전광역시,자연증가율(천명당),2002.11 월,5.8
대전광역시,자연증가율(천명당),2002.12 월,4.9
대전광역시,자연증가율(천명당),2003.01 월,7.6
대전광역시,자연증가율(천명당),2003.02 월,8.3
대전광역시,자연증가율(천명당),2003.03 월,8.6
대전광역시,자연증가율(천명당),2003.04 월,7.4
대전광역시,자연증가율(천명당),2003.05 월,6.1
대전광역시,자연증가율(천명당),2003.06 월,6.4
대전광역시,자연증가율(천명당),2003.07 월,6
대전광역시,자연증가율(천명당),2003.08 월,5.9
대전광역시,자연증가율(천명당),2003.09 월,7
대전광역시,자연증가율(천명당),2003.10 월,6.6
대전광역시,자연증가율(천명당),2003.11 월,6.9
대전광역시,자연증가율(천명당),2003.12 월,6
대전광역시,자연증가율(천명당),2004.01 월,7.9
대전광역시,자연증가율(천명당),2004.02 월,7
대전광역시,자연증가율(천명당),2004.03 월,6.8
대전광역시,자연증가율(천명당),2004.04 월,6.1
대전광역시,자연증가율(천명당),2004.05 월,5.8
대전광역시,자연증가율(천명당),2004.06 월,6.2
대전광역시,자연증가율(천명당),2004.07 월,5.6
대전광역시,자연증가율(천명당),2004.08 월,6.5
대전광역시,자연증가율(천명당),2004.09 월,6.7
대전광역시,자연증가율(천명당),2004.10 월,6.7
대전광역시,자연증가율(천명당),2004.11 월,5.8
대전광역시,자연증가율(천명당),2004.12 월,4.4
대전광역시,자연증가율(천명당),2005.01 월,7.8
대전광역시,자연증가율(천명당),2005.02 월,6
대전광역시,자연증가율(천명당),2005.03 월,6.5
대전광역시,자연증가율(천명당),2005.04 월,5.4
대전광역시,자연증가율(천명당),2005.05 월,5.3
대전광역시,자연증가율(천명당),2005.06 월,5.5
대전광역시,자연증가율(천명당),2005.07 월,5.6
대전광역시,자연증가율(천명당),2005.08 월,5.5
대전광역시,자연증가율(천명당),2005.09 월,5.7
대전광역시,자연증가율(천명당),2005.10 월,5.2
대전광역시,자연증가율(천명당),2005.11 월,5
대전광역시,자연증가율(천명당),2005.12 월,4
대전광역시,자연증가율(천명당),2006.01 월,6.7
대전광역시,자연증가율(천명당),2006.02 월,6.2
대전광역시,자연증가율(천명당),2006.03 월,7
대전광역시,자연증가율(천명당),2006.04 월,5.7
대전광역시,자연증가율(천명당),2006.05 월,5.5
대전광역시,자연증가율(천명당),2006.06 월,6
대전광역시,자연증가율(천명당),2006.07 월,5.2
대전광역시,자연증가율(천명당),2006.08 월,5.5
대전광역시,자연증가율(천명당),2006.09 월,6.4
대전광역시,자연증가율(천명당),2006.10 월,5.6
대전광역시,자연증가율(천명당),2006.11 월,5.7
대전광역시,자연증가율(천명당),2006.12 월,4.7
대전광역시,자연증가율(천명당),2007.01 월,7.1
대전광역시,자연증가율(천명당),2007.02 월,6.7
대전광역시,자연증가율(천명당),2007.03 월,7.8
대전광역시,자연증가율(천명당),2007.04 월,6.9
대전광역시,자연증가율(천명당),2007.05 월,5.8
대전광역시,자연증가율(천명당),2007.06 월,5.6
대전광역시,자연증가율(천명당),2007.07 월,6.1
대전광역시,자연증가율(천명당),2007.08 월,7.5
대전광역시,자연증가율(천명당),2007.09 월,7.5
대전광역시,자연증가율(천명당),2007.10 월,7.7
대전광역시,자연증가율(천명당),2007.11 월,6.7
대전광역시,자연증가율(천명당),2007.12 월,4.4
대전광역시,자연증가율(천명당),2008.01 월,8.3
대전광역시,자연증가율(천명당),2008.02 월,5.8
대전광역시,자연증가율(천명당),2008.03 월,5.5
대전광역시,자연증가율(천명당),2008.04 월,6.3
대전광역시,자연증가율(천명당),2008.05 월,5.9
대전광역시,자연증가율(천명당),2008.06 월,5.5
대전광역시,자연증가율(천명당),2008.07 월,5.3
대전광역시,자연증가율(천명당),2008.08 월,6.7
대전광역시,자연증가율(천명당),2008.09 월,6.9
대전광역시,자연증가율(천명당),2008.10 월,5.6
대전광역시,자연증가율(천명당),2008.11 월,5.5
대전광역시,자연증가율(천명당),2008.12 월,3.9
대전광역시,자연증가율(천명당),2009.01 월,7
대전광역시,자연증가율(천명당),2009.02 월,5.8
대전광역시,자연증가율(천명당),2009.03 월,6.1
대전광역시,자연증가율(천명당),2009.04 월,5.2
대전광역시,자연증가율(천명당),2009.05 월,4.5
대전광역시,자연증가율(천명당),2009.06 월,4.6
대전광역시,자연증가율(천명당),2009.07 월,5.5
대전광역시,자연증가율(천명당),2009.08 월,5.7
대전광역시,자연증가율(천명당),2009.09 월,6.7
대전광역시,자연증가율(천명당),2009.10 월,5.1
대전광역시,자연증가율(천명당),2009.11 월,4.5
대전광역시,자연증가율(천명당),2009.12 월,3.7
대전광역시,자연증가율(천명당),2010.01 월,6.2
대전광역시,자연증가율(천명당),2010.02 월,6.3
대전광역시,자연증가율(천명당),2010.03 월,5.4
대전광역시,자연증가율(천명당),2010.04 월,5.7
대전광역시,자연증가율(천명당),2010.05 월,4.1
대전광역시,자연증가율(천명당),2010.06 월,4.6
대전광역시,자연증가율(천명당),2010.07 월,5.2
대전광역시,자연증가율(천명당),2010.08 월,5.3
대전광역시,자연증가율(천명당),2010.09 월,6.5
대전광역시,자연증가율(천명당),2010.10 월,5.3
대전광역시,자연증가율(천명당),2010.11 월,6.2
대전광역시,자연증가율(천명당),2010.12 월,3.8
대전광역시,자연증가율(천명당),2011.01 월,7
대전광역시,자연증가율(천명당),2011.02 월,6.1
대전광역시,자연증가율(천명당),2011.03 월,6.5
대전광역시,자연증가율(천명당),2011.04 월,6
대전광역시,자연증가율(천명당),2011.05 월,6.1
대전광역시,자연증가율(천명당),2011.06 월,5.3
대전광역시,자연증가율(천명당),2011.07 월,5.8
대전광역시,자연증가율(천명당),2011.08 월,5.6
대전광역시,자연증가율(천명당),2011.09 월,5.9
대전광역시,자연증가율(천명당),2011.10 월,5.6
대전광역시,자연증가율(천명당),2011.11 월,4.6
대전광역시,자연증가율(천명당),2011.12 월,3.4
대전광역시,자연증가율(천명당),2012.01 월,5.8
대전광역시,자연증가율(천명당),2012.02 월,5.7
대전광역시,자연증가율(천명당),2012.03 월,6.2
대전광역시,자연증가율(천명당),2012.04 월,6.2
대전광역시,자연증가율(천명당),2012.05 월,5.9
대전광역시,자연증가율(천명당),2012.06 월,5.8
대전광역시,자연증가율(천명당),2012.07 월,5.8
대전광역시,자연증가율(천명당),2012.08 월,5.7
대전광역시,자연증가율(천명당),2012.09 월,6.6
대전광역시,자연증가율(천명당),2012.10 월,5.5
대전광역시,자연증가율(천명당),2012.11 월,5.7
대전광역시,자연증가율(천명당),2012.12 월,4.3
대전광역시,자연증가율(천명당),2013.01 월,6.5
대전광역시,자연증가율(천명당),2013.02 월,6
대전광역시,자연증가율(천명당),2013.03 월,4.7
대전광역시,자연증가율(천명당),2013.04 월,5.1
대전광역시,자연증가율(천명당),2013.05 월,4.2
대전광역시,자연증가율(천명당),2013.06 월,4.7
대전광역시,자연증가율(천명당),2013.07 월,5.3
대전광역시,자연증가율(천명당),2013.08 월,5.1
대전광역시,자연증가율(천명당),2013.09 월,5.4
대전광역시,자연증가율(천명당),2013.10 월,4.6
대전광역시,자연증가율(천명당),2013.11 월,4.1
대전광역시,자연증가율(천명당),2013.12 월,3.4
대전광역시,자연증가율(천명당),2014.01 월,5.7
대전광역시,자연증가율(천명당),2014.02 월,6
대전광역시,자연증가율(천명당),2014.03 월,5
대전광역시,자연증가율(천명당),2014.04 월,5.3
대전광역시,자연증가율(천명당),2014.05 월,4.8
대전광역시,자연증가율(천명당),2014.06 월,4.5
대전광역시,자연증가율(천명당),2014.07 월,4.9
대전광역시,자연증가율(천명당),2014.08 월,4.9
대전광역시,자연증가율(천명당),2014.09 월,5.4
대전광역시,자연증가율(천명당),2014.10 월,4.5
대전광역시,자연증가율(천명당),2014.11 월,3.9
대전광역시,자연증가율(천명당),2014.12 월,3.3
대전광역시,자연증가율(천명당),2015.01 월,5.4
대전광역시,자연증가율(천명당),2015.02 월,5.1
대전광역시,자연증가율(천명당),2015.03 월,4.9
대전광역시,자연증가율(천명당),2015.04 월,4.7
대전광역시,자연증가율(천명당),2015.05 월,4.2
대전광역시,자연증가율(천명당),2015.06 월,4.5
대전광역시,자연증가율(천명당),2015.07 월,4.8
대전광역시,자연증가율(천명당),2015.08 월,4.6
대전광역시,자연증가율(천명당),2015.09 월,4.8
대전광역시,자연증가율(천명당),2015.10 월,4.5
대전광역시,자연증가율(천명당),2015.11 월,3.9
대전광역시,자연증가율(천명당),2015.12 월,2.5
대전광역시,자연증가율(천명당),2016.01 월,3.9
대전광역시,자연증가율(천명당),2016.02 월,3.9
대전광역시,자연증가율(천명당),2016.03 월,4.4
대전광역시,자연증가율(천명당),2016.04 월,4.3
대전광역시,자연증가율(천명당),2016.05 월,3.7
대전광역시,자연증가율(천명당),2016.06 월,4.4
대전광역시,자연증가율(천명당),2016.07 월,3.7
대전광역시,자연증가율(천명당),2016.08 월,3.8
대전광역시,자연증가율(천명당),2016.09 월,4.3
대전광역시,자연증가율(천명당),2016.10 월,2.9
대전광역시,자연증가율(천명당),2016.11 월,2.8
대전광역시,자연증가율(천명당),2016.12 월,1.6
대전광역시,자연증가율(천명당),2017.01 월,2.8
대전광역시,자연증가율(천명당),2017.02 월,4
대전광역시,자연증가율(천명당),2017.03 월,3.2
대전광역시,자연증가율(천명당),2017.04 월,2.6
대전광역시,자연증가율(천명당),2017.05 월,2.5
대전광역시,자연증가율(천명당),2017.06 월,2.5
대전광역시,자연증가율(천명당),2017.07 월,3.1
대전광역시,자연증가율(천명당),2017.08 월,3
대전광역시,자연증가율(천명당),2017.09 월,2.9
대전광역시,자연증가율(천명당),2017.10 월,1.7
대전광역시,자연증가율(천명당),2017.11 월,1.4
대전광역시,자연증가율(천명당),2017.12 월,0.8
대전광역시,자연증가율(천명당),2018.01 월,1.5
대전광역시,자연증가율(천명당),2018.02 월,1.7
대전광역시,자연증가율(천명당),2018.03 월,1.6
대전광역시,자연증가율(천명당),2018.04 월,1.7
대전광역시,자연증가율(천명당),2018.05 월,2
대전광역시,자연증가율(천명당),2018.06 월,1.7
대전광역시,자연증가율(천명당),2018.07 월,0.9
대전광역시,자연증가율(천명당),2018.08 월,1.4
대전광역시,자연증가율(천명당),2018.09 월,1.3
대전광역시,자연증가율(천명당),2018.10 월,0.7
대전광역시,자연증가율(천명당),2018.11 월,1.2
대전광역시,자연증가율(천명당),2018.12 월,-0.1
대전광역시,자연증가율(천명당),2019.01 월,1.3
대전광역시,자연증가율(천명당),2019.02 월,1.3
대전광역시,자연증가율(천명당),2019.03 월,1.3
대전광역시,자연증가율(천명당),2019.04 월,0.8
대전광역시,자연증가율(천명당),2019.05 월,0.5
대전광역시,자연증가율(천명당),2019.06 월,0.7
대전광역시,자연증가율(천명당),2019.07 월,0.8
대전광역시,자연증가율(천명당),2019.08 월,0.8
대전광역시,자연증가율(천명당),2019.09 월,0.5
대전광역시,자연증가율(천명당),2019.10 월,0.3
대전광역시,자연증가율(천명당),2019.11 월,-0.2
대전광역시,자연증가율(천명당),2019.12 월,-0.6
대전광역시,자연증가율(천명당),2020.01 월,0.3
대전광역시,자연증가율(천명당),2020.02 월,0.4
대전광역시,자연증가율(천명당),2020.03 월,0.2
대전광역시,자연증가율(천명당),2020.04 월,0
대전광역시,자연증가율(천명당),2020.05 월,0.5
대전광역시,자연증가율(천명당),2020.06 월,0.2
대전광역시,자연증가율(천명당),2020.07 월,-0.4
대전광역시,자연증가율(천명당),2020.08 월,-0.2
대전광역시,자연증가율(천명당),2020.09 월,0.3
대전광역시,자연증가율(천명당),2020.10 월,-0.7
대전광역시,자연증가율(천명당),2020.11 월,-0.3
대전광역시,자연증가율(천명당),2020.12 월,-0.9
대전광역시,자연증가율(천명당),2021.01 월,0.2
대전광역시,자연증가율(천명당),2021.02 월,-0.3
대전광역시,자연증가율(천명당),2021.03 월,0.6
대전광역시,자연증가율(천명당),2021.04 월,0.2
대전광역시,자연증가율(천명당),2021.05 월,0.3
대전광역시,자연증가율(천명당),2021.06 월,0.1
대전광역시,자연증가율(천명당),2021.07 월,0.1
대전광역시,자연증가율(천명당),2021.08 월,-1
대전광역시,자연증가율(천명당),2021.09 월,0.2
대전광역시,자연증가율(천명당),2021.10 월,-0.6
대전광역시,자연증가율(천명당),2021.11 월,-1
대전광역시,자연증가율(천명당),2021.12 월,-2.6
대전광역시,자연증가율(천명당),2022.01 월,-0.4
대전광역시,자연증가율(천명당),2022.02 월,-0.6
대전광역시,자연증가율(천명당),2022.03 월,-3.7
대전광역시,자연증가율(천명당),2022.04 월,-2.2
대전광역시,자연증가율(천명당),2022.05 월,-0.9
대전광역시,자연증가율(천명당),2022.06 월,-0.3
대전광역시,자연증가율(천명당),2022.07 월,-0.3
대전광역시,자연증가율(천명당),2022.08 월,0.3
대전광역시,자연증가율(천명당),2022.09 월,-0.1
대전광역시,자연증가율(천명당),2022.10 월,-1
대전광역시,자연증가율(천명당),2022.11 월,-1.4
대전광역시,자연증가율(천명당),2022.12 월,-3
대전광역시,혼인건수(건),1989.01 월,667
대전광역시,혼인건수(건),1989.02 월,544
대전광역시,혼인건수(건),1989.03 월,802
대전광역시,혼인건수(건),1989.04 월,736
대전광역시,혼인건수(건),1989.05 월,846
대전광역시,혼인건수(건),1989.06 월,824
대전광역시,혼인건수(건),1989.07 월,591
대전광역시,혼인건수(건),1989.08 월,471
대전광역시,혼인건수(건),1989.09 월,408
대전광역시,혼인건수(건),1989.10 월,550
대전광역시,혼인건수(건),1989.11 월,789
대전광역시,혼인건수(건),1989.12 월,987
대전광역시,혼인건수(건),1990.01 월,658
대전광역시,혼인건수(건),1990.02 월,678
대전광역시,혼인건수(건),1990.03 월,788
대전광역시,혼인건수(건),1990.04 월,770
대전광역시,혼인건수(건),1990.05 월,914
대전광역시,혼인건수(건),1990.06 월,750
대전광역시,혼인건수(건),1990.07 월,585
대전광역시,혼인건수(건),1990.08 월,460
대전광역시,혼인건수(건),1990.09 월,406
대전광역시,혼인건수(건),1990.10 월,554
대전광역시,혼인건수(건),1990.11 월,915
대전광역시,혼인건수(건),1990.12 월,1039
대전광역시,혼인건수(건),1991.01 월,869
대전광역시,혼인건수(건),1991.02 월,676
대전광역시,혼인건수(건),1991.03 월,833
대전광역시,혼인건수(건),1991.04 월,828
대전광역시,혼인건수(건),1991.05 월,936
대전광역시,혼인건수(건),1991.06 월,798
대전광역시,혼인건수(건),1991.07 월,675
대전광역시,혼인건수(건),1991.08 월,592
대전광역시,혼인건수(건),1991.09 월,389
대전광역시,혼인건수(건),1991.10 월,687
대전광역시,혼인건수(건),1991.11 월,997
대전광역시,혼인건수(건),1991.12 월,1036
대전광역시,혼인건수(건),1992.01 월,935
대전광역시,혼인건수(건),1992.02 월,829
대전광역시,혼인건수(건),1992.03 월,846
대전광역시,혼인건수(건),1992.04 월,876
대전광역시,혼인건수(건),1992.05 월,990
대전광역시,혼인건수(건),1992.06 월,954
대전광역시,혼인건수(건),1992.07 월,747
대전광역시,혼인건수(건),1992.08 월,581
대전광역시,혼인건수(건),1992.09 월,549
대전광역시,혼인건수(건),1992.10 월,796
대전광역시,혼인건수(건),1992.11 월,1054
대전광역시,혼인건수(건),1992.12 월,1197
대전광역시,혼인건수(건),1993.01 월,940
대전광역시,혼인건수(건),1993.02 월,838
대전광역시,혼인건수(건),1993.03 월,947
대전광역시,혼인건수(건),1993.04 월,1042
대전광역시,혼인건수(건),1993.05 월,915
대전광역시,혼인건수(건),1993.06 월,866
대전광역시,혼인건수(건),1993.07 월,725
대전광역시,혼인건수(건),1993.08 월,589
대전광역시,혼인건수(건),1993.09 월,463
대전광역시,혼인건수(건),1993.10 월,725
대전광역시,혼인건수(건),1993.11 월,1119
대전광역시,혼인건수(건),1993.12 월,1324
대전광역시,혼인건수(건),1994.01 월,1048
대전광역시,혼인건수(건),1994.02 월,753
대전광역시,혼인건수(건),1994.03 월,994
대전광역시,혼인건수(건),1994.04 월,835
대전광역시,혼인건수(건),1994.05 월,1020
대전광역시,혼인건수(건),1994.06 월,960
대전광역시,혼인건수(건),1994.07 월,716
대전광역시,혼인건수(건),1994.08 월,610
대전광역시,혼인건수(건),1994.09 월,519
대전광역시,혼인건수(건),1994.10 월,694
대전광역시,혼인건수(건),1994.11 월,1146
대전광역시,혼인건수(건),1994.12 월,1199
대전광역시,혼인건수(건),1995.01 월,842
대전광역시,혼인건수(건),1995.02 월,884
대전광역시,혼인건수(건),1995.03 월,983
대전광역시,혼인건수(건),1995.04 월,977
대전광역시,혼인건수(건),1995.05 월,1164
대전광역시,혼인건수(건),1995.06 월,999
대전광역시,혼인건수(건),1995.07 월,736
대전광역시,혼인건수(건),1995.08 월,602
대전광역시,혼인건수(건),1995.09 월,572
대전광역시,혼인건수(건),1995.10 월,723
대전광역시,혼인건수(건),1995.11 월,1007
대전광역시,혼인건수(건),1995.12 월,1259
대전광역시,혼인건수(건),1996.01 월,1198
대전광역시,혼인건수(건),1996.02 월,836
대전광역시,혼인건수(건),1996.03 월,943
대전광역시,혼인건수(건),1996.04 월,1017
대전광역시,혼인건수(건),1996.05 월,1179
대전광역시,혼인건수(건),1996.06 월,954
대전광역시,혼인건수(건),1996.07 월,795
대전광역시,혼인건수(건),1996.08 월,600
대전광역시,혼인건수(건),1996.09 월,508
대전광역시,혼인건수(건),1996.10 월,890
대전광역시,혼인건수(건),1996.11 월,1275
대전광역시,혼인건수(건),1996.12 월,1378
대전광역시,혼인건수(건),1997.01 월,927
대전광역시,혼인건수(건),1997.02 월,750
대전광역시,혼인건수(건),1997.03 월,904
대전광역시,혼인건수(건),1997.04 월,971
대전광역시,혼인건수(건),1997.05 월,1054
대전광역시,혼인건수(건),1997.06 월,911
대전광역시,혼인건수(건),1997.07 월,688
대전광역시,혼인건수(건),1997.08 월,576
대전광역시,혼인건수(건),1997.09 월,496
대전광역시,혼인건수(건),1997.10 월,881
대전광역시,혼인건수(건),1997.11 월,1140
대전광역시,혼인건수(건),1997.12 월,1247
대전광역시,혼인건수(건),1998.01 월,810
대전광역시,혼인건수(건),1998.02 월,830
대전광역시,혼인건수(건),1998.03 월,927
대전광역시,혼인건수(건),1998.04 월,1045
대전광역시,혼인건수(건),1998.05 월,1044
대전광역시,혼인건수(건),1998.06 월,933
대전광역시,혼인건수(건),1998.07 월,611
대전광역시,혼인건수(건),1998.08 월,469
대전광역시,혼인건수(건),1998.09 월,589
대전광역시,혼인건수(건),1998.10 월,783
대전광역시,혼인건수(건),1998.11 월,1091
대전광역시,혼인건수(건),1998.12 월,1433
대전광역시,혼인건수(건),1999.01 월,862
대전광역시,혼인건수(건),1999.02 월,712
대전광역시,혼인건수(건),1999.03 월,918
대전광역시,혼인건수(건),1999.04 월,878
대전광역시,혼인건수(건),1999.05 월,1081
대전광역시,혼인건수(건),1999.06 월,1024
대전광역시,혼인건수(건),1999.07 월,697
대전광역시,혼인건수(건),1999.08 월,537
대전광역시,혼인건수(건),1999.09 월,469
대전광역시,혼인건수(건),1999.10 월,761
대전광역시,혼인건수(건),1999.11 월,1056
대전광역시,혼인건수(건),1999.12 월,1316
대전광역시,혼인건수(건),2000.01 월,868
대전광역시,혼인건수(건),2000.02 월,757
대전광역시,혼인건수(건),2000.03 월,925
대전광역시,혼인건수(건),2000.04 월,813
대전광역시,혼인건수(건),2000.05 월,1001
대전광역시,혼인건수(건),2000.06 월,806
대전광역시,혼인건수(건),2000.07 월,536
대전광역시,혼인건수(건),2000.08 월,542
대전광역시,혼인건수(건),2000.09 월,490
대전광역시,혼인건수(건),2000.10 월,844
대전광역시,혼인건수(건),2000.11 월,998
대전광역시,혼인건수(건),2000.12 월,1084
대전광역시,혼인건수(건),2001.01 월,756
대전광역시,혼인건수(건),2001.02 월,711
대전광역시,혼인건수(건),2001.03 월,878
대전광역시,혼인건수(건),2001.04 월,889
대전광역시,혼인건수(건),2001.05 월,995
대전광역시,혼인건수(건),2001.06 월,821
대전광역시,혼인건수(건),2001.07 월,606
대전광역시,혼인건수(건),2001.08 월,567
대전광역시,혼인건수(건),2001.09 월,511
대전광역시,혼인건수(건),2001.10 월,623
대전광역시,혼인건수(건),2001.11 월,978
대전광역시,혼인건수(건),2001.12 월,1170
대전광역시,혼인건수(건),2002.01 월,850
대전광역시,혼인건수(건),2002.02 월,554
대전광역시,혼인건수(건),2002.03 월,788
대전광역시,혼인건수(건),2002.04 월,869
대전광역시,혼인건수(건),2002.05 월,948
대전광역시,혼인건수(건),2002.06 월,772
대전광역시,혼인건수(건),2002.07 월,650
대전광역시,혼인건수(건),2002.08 월,530
대전광역시,혼인건수(건),2002.09 월,435
대전광역시,혼인건수(건),2002.10 월,714
대전광역시,혼인건수(건),2002.11 월,909
대전광역시,혼인건수(건),2002.12 월,1112
대전광역시,혼인건수(건),2003.01 월,764
대전광역시,혼인건수(건),2003.02 월,603
대전광역시,혼인건수(건),2003.03 월,800
대전광역시,혼인건수(건),2003.04 월,799
대전광역시,혼인건수(건),2003.05 월,908
대전광역시,혼인건수(건),2003.06 월,704
대전광역시,혼인건수(건),2003.07 월,613
대전광역시,혼인건수(건),2003.08 월,572
대전광역시,혼인건수(건),2003.09 월,484
대전광역시,혼인건수(건),2003.10 월,787
대전광역시,혼인건수(건),2003.11 월,853
대전광역시,혼인건수(건),2003.12 월,1086
대전광역시,혼인건수(건),2004.01 월,730
대전광역시,혼인건수(건),2004.02 월,671
대전광역시,혼인건수(건),2004.03 월,847
대전광역시,혼인건수(건),2004.04 월,690
대전광역시,혼인건수(건),2004.05 월,801
대전광역시,혼인건수(건),2004.06 월,774
대전광역시,혼인건수(건),2004.07 월,571
대전광역시,혼인건수(건),2004.08 월,563
대전광역시,혼인건수(건),2004.09 월,443
대전광역시,혼인건수(건),2004.10 월,680
대전광역시,혼인건수(건),2004.11 월,885
대전광역시,혼인건수(건),2004.12 월,1202
대전광역시,혼인건수(건),2005.01 월,686
대전광역시,혼인건수(건),2005.02 월,580
대전광역시,혼인건수(건),2005.03 월,823
대전광역시,혼인건수(건),2005.04 월,730
대전광역시,혼인건수(건),2005.05 월,891
대전광역시,혼인건수(건),2005.06 월,766
대전광역시,혼인건수(건),2005.07 월,628
대전광역시,혼인건수(건),2005.08 월,555
대전광역시,혼인건수(건),2005.09 월,495
대전광역시,혼인건수(건),2005.10 월,745
대전광역시,혼인건수(건),2005.11 월,955
대전광역시,혼인건수(건),2005.12 월,1181
대전광역시,혼인건수(건),2006.01 월,773
대전광역시,혼인건수(건),2006.02 월,648
대전광역시,혼인건수(건),2006.03 월,782
대전광역시,혼인건수(건),2006.04 월,742
대전광역시,혼인건수(건),2006.05 월,916
대전광역시,혼인건수(건),2006.06 월,824
대전광역시,혼인건수(건),2006.07 월,624
